iter	Logloss
152	0.1279740673
153	0.1277871758
154	0.1276514429
155	0.1274812141
156	0.1273190674
157	0.1271502475
158	0.1270287682
159	0.1269194761
160	0.1267951067
161	0.1266086679
162	0.1264730698
163	0.1263725227
164	0.126208667
165	0.1259829449
166	0.1258401412
167	0.1256460763
168	0.1255087259
169	0.1253477003
170	0.1251287359
171	0.1248805368
172	0.1246952674
173	0.1245713672
174	0.1243995333
175	0.1242246714
176	0.1240038083
177	0.1238845314
178	0.1237416848
179	0.1236549168
180	0.1234594091
181	0.1233380847
182	0.1231543409
183	0.1230462519
184	0.1228696978
185	0.1227445454
186	0.1225863213
187	0.1223814486
188	0.1222140869
189	0.1220881826
190	0.1219184521
191	0.1217564202
192	0.1215844001
193	0.1214968294
194	0.1213728673
195	0.1211968047
196	0.1210100663
197	0.1208684439
198	0.1207493079
199	0.1206640731
200	0.1205010616
201	0.120361098
202	0.1202162082
203	0.1200872961
204	0.1199468765
205	0.119785657
206	0.1197030166
207	0.119557325
208	0.1194120174
209	0.1192330904
210	0.1190872935
211	0.1189635242
212	0.1187800129
213	0.1186111173
214	0.1184862169
215	0.1183202821
216	0.1181877537
217	0.1180373991
218	0.1179098779
219	0.1178131462
220	0.1176923285
221	0.1175689547
222	0.1174879195
223	0.1173234566
224	0.1170996406
225	0.1169835948
226	0.1169045107
227	0.1167839984
228	0.1166707349
229	0.1164915303
230	0.1163116343
231	0.1161399769
232	0.1160232792
233	0.115920394
234	0.1157956998
235	0.1156714082
236	0.1155869079
237	0.1154668052
238	0.1153621824
239	0.1151878595
240	0.1150583599
241	0.1148939
242	0.1148227485
243	0.1146683808
244	0.114507125
245	0.1143964952
246	0.1142966843
247	0.1141009747
248	0.1139228457
249	0.1137466291
250	0.113590663
251	0.1134473839
252	0.113345743
253	0.1132414934
254	0.1130741373
255	0.1129425296
256	0.1128344175
257	0.1127637656
258	0.1126955566
259	0.1126155308
260	0.1125106423
261	0.1123974721
262	0.1121748349
263	0.1120697979
264	0.1120281032
265	0.1119320564
266	0.1118481352
267	0.1117410536
268	0.1116328509
269	0.1114870023
270	0.1113901125
271	0.1113089185
272	0.111190839
273	0.1110562385
274	0.1109394989
275	0.1107775045
276	0.1106881563
277	0.1105058162
278	0.110313747
279	0.1101227787
280	0.109985139
281	0.1097981784
282	0.1097104893
283	0.1096310905
284	0.1094638807
285	0.1093232447
286	0.1091422236
287	0.108936915
288	0.1087295907
289	0.1086298869
290	0.1084701712
291	0.1083513335
292	0.1082778247
293	0.1081889475
294	0.1081100901
295	0.1080306462
296	0.1079703882
297	0.1078463897
298	0.1076449982
299	0.1076072221
300	0.107518487
301	0.1073915169
302	0.1072779477
303	0.1071644116
304	0.1070549295
305	0.1069234562
306	0.1068284882
307	0.1067138877
308	0.1065346976
309	0.1063613376
310	0.1062980999
311	0.10615167
312	0.106090296
313	0.1059924728
314	0.1058603756
315	0.1057971221
316	0.1056659704
317	0.1055342373
318	0.1054438962
319	0.1053609376
320	0.1052031683
321	0.1051217857
322	0.1049860345
323	0.1049066931
324	0.1048121662
325	0.1046744453
326	0.1045446614
327	0.1043659445
328	0.1042585348
329	0.1041349828
330	0.1040493766
331	0.103882533
332	0.1038153654
333	0.1037298748
334	0.1035395456
335	0.1034265541
336	0.1033237664
337	0.1031612945
338	0.10306928
339	0.10292552
340	0.1028021768
341	0.102697347
342	0.1025586871
343	0.1024509622
344	0.1023834436
345	0.1022516208
346	0.1021718241
347	0.1020175221
348	0.1019142599
349	0.1017714281
350	0.1016153348
351	0.1015388341
352	0.1014328654
353	0.1013760317
354	0.101226905
355	0.1011592469
356	0.100971566
357	0.1008694454
358	0.1007640529
359	0.100649921
360	0.1005857098
361	0.1004543908
362	0.1003728814
363	0.1002381971
364	0.1001029136
365	0.09999383525
366	0.09991422697
367	0.09977674449
368	0.09963512909
369	0.09954475771
370	0.09943373751
371	0.09934423004
372	0.09926315622
373	0.09915604214
374	0.09905743996
375	0.09891699944
376	0.09885927585
377	0.09876992672
378	0.09866823255
379	0.09856178277
380	0.09848201131
381	0.09829930304
382	0.09820925361
383	0.09815280527
384	0.09803467175
385	0.09795311498
386	0.09787715724
387	0.09777095716
388	0.09764491012
389	0.09757311226
390	0.09751310628
391	0.09736672343
392	0.09725695184
393	0.09710683938
394	0.09701339517
395	0.09689376274
396	0.09680201287
397	0.09666238463
398	0.09652521966
399	0.09642307873
400	0.09626640717
401	0.09611747635
402	0.09606257796
403	0.09598429079
404	0.09589200139
405	0.09578966308
406	0.09570439852
407	0.09558327527
408	0.09549004007
409	0.09539231162
410	0.09527993042
411	0.09519463533
412	0.09506106599
413	0.09496073848
414	0.09485824617
415	0.09473423982
416	0.09462533634
417	0.09453146618
418	0.09443339937
419	0.09431383705
420	0.09420719086
421	0.09417555165
422	0.09405739358
423	0.09392291926
424	0.09383288765
425	0.09372431015
426	0.09362284658
427	0.09354258684
428	0.09346958453
429	0.0933465751
430	0.09321438484
431	0.09312319279
432	0.09301551294
433	0.09290872988
434	0.09279887387
435	0.09270418704
436	0.09265661609
437	0.09257186742
438	0.09246962842
439	0.09240643316
440	0.0923429616
441	0.09225311569
442	0.09218591465
443	0.09204679542
444	0.09193696106
445	0.09183061531
446	0.09172016521
447	0.09165462669
448	0.09155946947
449	0.09145665203
450	0.09138161669
451	0.09129799031
452	0.09123450803
453	0.09113935515
454	0.09104321779
455	0.09098791769
456	0.09091935453
457	0.09085065838
458	0.09076546474
459	0.09071409478
460	0.09062779888
461	0.09053334338
462	0.09041215476
463	0.09034964377
464	0.09027287333
465	0.09016644438
466	0.09011026466
467	0.09001778531
468	0.08993537779
469	0.08979716834
470	0.08974655997
471	0.08967205299
472	0.08962267861
473	0.0895132141
474	0.08947689208
475	0.08941981983
476	0.08932444638
477	0.08921969913
478	0.08910098611
479	0.08902601779
480	0.08893387405
481	0.08882680667
482	0.08877485909
483	0.08867803653
484	0.08858130532
485	0.08852783473
486	0.08843740589
487	0.08835394815
488	0.08824748947
489	0.08814421244
490	0.08808010126
491	0.08804830222
492	0.08798185398
493	0.08793109624
494	0.08783677515
495	0.08774740724
496	0.08767947997
497	0.08758789616
498	0.08748896068
499	0.08740489309
500	0.08731012549
501	0.0872095908
502	0.08708715819
503	0.08696345719
504	0.08684825847
505	0.08675762693
506	0.0866526797
507	0.08653460948
508	0.08644346533
509	0.08636282477
510	0.0862568296
511	0.08615639822
512	0.08606483019
513	0.0859944585
514	0.08592199001
515	0.08579089032
516	0.0857243126
517	0.08564716777
518	0.08559021357
519	0.08551178927
520	0.08543080967
521	0.08536322977
522	0.08523395226
523	0.08513445694
524	0.08507638236
525	0.0849823269
526	0.08489805455
527	0.08480305365
528	0.08471206849
529	0.08462301208
530	0.08457253109
531	0.08448418881
532	0.08436948205
533	0.08430530894
534	0.08421754575
535	0.08412666416
536	0.08408444394
537	0.08400311516
538	0.08390560612
539	0.08382487872
540	0.08376138724
541	0.0837056843
542	0.08360698087
543	0.08349831758
544	0.08343394844
545	0.08336350286
546	0.08329523469
547	0.08322475731
548	0.08311306382
549	0.08301046823
550	0.08294277785
551	0.08286103363
552	0.08278785055
553	0.08273838235
554	0.08265563667
555	0.08254524758
556	0.08244375353
557	0.08240092346
558	0.08230863765
559	0.08221913
560	0.08217133912
561	0.08210976004
562	0.08200920755
563	0.08190397121
564	0.08180037219
565	0.08172069156
566	0.08166127459
567	0.08157616131
568	0.08150047619
569	0.08140668712
570	0.08132444117
571	0.08126104817
572	0.08120081985
573	0.08114265355
574	0.08106387491
575	0.08094633173
576	0.08085102341
577	0.08079570002
578	0.08077078226
579	0.08072847774
580	0.08063858334
581	0.08054911279
582	0.08048635057
583	0.0803962512
584	0.0803182012
585	0.08025761
586	0.08022908391
587	0.08014433138
588	0.08006291243
589	0.07998745577
590	0.07988643362
591	0.07980234177
592	0.07969564404
593	0.07962337871
594	0.07955458526
595	0.07947266725
596	0.07936552278
597	0.07929420718
598	0.07922430533
599	0.07918070107
600	0.07905322294
601	0.07900282775
602	0.07892684516
603	0.07881626405
604	0.07878458747
605	0.07869085587
606	0.07861311465
607	0.07850852592
608	0.07841408612
609	0.07834676395
610	0.07827916209
611	0.07817863958
612	0.07811134888
613	0.07801946694
614	0.07790937133
615	0.07783297119
616	0.07779521807
617	0.07770441359
618	0.07762028666
619	0.07757990778
620	0.07749193786
621	0.077428558
622	0.0773856926
623	0.0773016191
624	0.07724124937
625	0.07718321317
626	0.07711481356
627	0.07704280889
628	0.07700933535
629	0.07692622765
630	0.0768566354
631	0.07679865089
632	0.07673057461
633	0.07663468315
634	0.07655472983
635	0.0764992469
636	0.07641439287
637	0.07633447871
638	0.07622035152
639	0.076144761
640	0.07604062469
641	0.07597847171
642	0.07587331352
643	0.07580840339
644	0.07571903925
645	0.07568463531
646	0.07562037124
647	0.07554915862
648	0.07549908513
649	0.07543191543
650	0.0753861507
651	0.0752982999
652	0.07523915549
653	0.07516568477
654	0.07508332602
655	0.07502155305
656	0.0749467358
657	0.07488060611
658	0.07480893365
659	0.07474036765
660	0.0746488445
661	0.07456590811
662	0.07450203758
663	0.07443049858
664	0.07439946837
665	0.07434814955
666	0.07433382229
667	0.07422885744
668	0.07419327237
669	0.07415439504
670	0.07410916647
671	0.07403593455
672	0.07397706285
673	0.0739199208
674	0.07383496051
675	0.07375255615
676	0.07369119168
677	0.07360207819
678	0.0735470179
679	0.07349210116
680	0.07339376286
681	0.07332644503
682	0.07325789052
683	0.07318128615
684	0.07309968968
685	0.07301603891
686	0.07296094743
687	0.0728677278
688	0.07281201569
689	0.07275950371
690	0.0727095076
691	0.07265955038
692	0.07258024752
693	0.07252060283
694	0.07245792223
695	0.07239135362
696	0.07233780315
697	0.07226739349
698	0.07221954485
699	0.07215854047
700	0.07209718172
701	0.07205955754
702	0.07196299782
703	0.07190505418
704	0.07186446395
705	0.07178065569
706	0.07166789269
707	0.07159905766
708	0.07153024729
709	0.071474425
710	0.07140225782
711	0.07133797779
712	0.07129078254
713	0.07123346462
714	0.07118075153
715	0.07112914338
716	0.07108354233
717	0.07102794069
718	0.07094832126
719	0.07090888501
720	0.07085914381
721	0.07081761424
722	0.07073226084
723	0.07067340865
724	0.07061761844
725	0.07054737087
726	0.07047199797
727	0.07038301065
728	0.0703239448
729	0.07026676868
730	0.07022003621
731	0.0701619814
732	0.070065812
733	0.07002522677
734	0.06997427134
735	0.06993898212
736	0.06988333427
737	0.06983829496
738	0.0697640064
739	0.06970789262
740	0.0696413177
741	0.0695653681
742	0.06949913468
743	0.06942093218
744	0.06937305553
745	0.06929543299
746	0.06925501611
747	0.06923110019
748	0.0691932573
749	0.06915383364
750	0.0691105173
751	0.06906397622
752	0.06899353754
753	0.06893434625
754	0.06890227806
755	0.06885543939
756	0.06879615199
757	0.06875996877
758	0.06872215343
759	0.06862219995
760	0.06854408984
761	0.06849759151
762	0.06843056728
763	0.06836987413
764	0.06829473361
765	0.0681571238
766	0.06811558047
767	0.06807428146
768	0.06804338447
769	0.06797861972
770	0.06791135006
771	0.06786416183
772	0.06781779533
773	0.06776569039
774	0.06771287455
775	0.06765340084
776	0.06759615911
777	0.06754550561
778	0.0674495863
779	0.06742568287
780	0.06736013571
781	0.06731614499
782	0.06725747801
783	0.06720165263
784	0.06714168754
785	0.0670964593
786	0.06702155615
787	0.06695403069
788	0.06691857796
789	0.06686883958
790	0.06677792568
791	0.0667024964
792	0.06660713408
793	0.06653286186
794	0.06645360864
795	0.0664018894
796	0.0663596841
797	0.06629398562
798	0.06623198783
799	0.06614580292
800	0.06611434029
801	0.06607075484
802	0.0660484439
803	0.06602243642
804	0.06596922565
805	0.06592602117
806	0.06587103981
807	0.06582103439
808	0.06574437425
809	0.06565418633
810	0.06557087854
811	0.06550512922
812	0.065431341
813	0.06538637189
814	0.0653386598
815	0.06528392798
816	0.06525149606
817	0.06520199182
818	0.06510954325
819	0.06505755723
820	0.06501007644
821	0.06497847621
822	0.0649172361
823	0.06487652857
824	0.06480605206
825	0.06472929963
826	0.06467109148
827	0.06460375627
828	0.06454634768
829	0.06441963425
830	0.06435201634
831	0.06430259293
832	0.064244676
833	0.06418705991
834	0.06408839537
835	0.06400356681
836	0.06393733891
837	0.06388614532
838	0.06385719094
839	0.06379705351
840	0.06373417462
841	0.06367096411
842	0.06361955126
843	0.06354232716
844	0.06348242548
845	0.06344891947
846	0.06341114161
847	0.06335517392
848	0.06330747405
849	0.06325039448
850	0.06317028747
851	0.06310436459
852	0.06303800852
853	0.06300514815
854	0.06295321356
855	0.06292378714
856	0.06286884134
857	0.06282420025
858	0.06278647667
859	0.06272989224
860	0.06266261544
861	0.06260531178
862	0.06255544499
863	0.06250939518
864	0.0624274865
865	0.06238237165
866	0.06234539293
867	0.0622788919
868	0.0622265625
869	0.06219892061
870	0.06214545534
871	0.06208690559
872	0.06203552435
873	0.06196405012
874	0.06193154615
875	0.06187913998
876	0.06186207254
877	0.06182029798
878	0.06176288266
879	0.06169136929
880	0.06163684154
881	0.0615646677
882	0.0614863362
883	0.06144246233
884	0.06136644825
885	0.06132315612
886	0.06126371913
887	0.06120742611
888	0.06113189568
889	0.0610641951
890	0.06103126115
891	0.06098742226
892	0.0609204628
893	0.06088022173
894	0.06083904542
895	0.06080430486
896	0.06073992216
897	0.06067702819
898	0.06062044343
899	0.06054175813
900	0.06046886853
901	0.06040906783
902	0.06034160476
903	0.0602860402
904	0.06024690191
905	0.06020487671
906	0.06016745133
907	0.06010709716
908	0.06008060837
909	0.0600708245
910	0.06004451018
911	0.05998580617
912	0.05995143592
913	0.05990633814
914	0.05985120093
915	0.05981508562
916	0.05978766047
917	0.05971789038
918	0.05968327533
919	0.05964674863
920	0.05959958746
921	0.05956453891
922	0.05951433928
923	0.05945665993
924	0.05938070187
925	0.05932924928
926	0.05927946495
927	0.05919892436
928	0.05916894675
929	0.05914982599
930	0.05909299543
931	0.05905339745
932	0.05900816012
933	0.05892733457
934	0.05885543616
935	0.05880277543
936	0.05877466967
937	0.05873591667
938	0.058686822
939	0.05861518834
940	0.05854237891
941	0.05848094891
942	0.05844170693
943	0.05838194006
944	0.05832726218
945	0.05827253723
946	0.05822888353
947	0.05818942206
948	0.05815588902
949	0.05814004818
950	0.05809628701
951	0.05802832818
952	0.05797275312
953	0.05794685311
954	0.05792662771
955	0.05785642365
956	0.0578352997
957	0.0577979681
958	0.05774918207
959	0.05770392348
960	0.05766672781
961	0.05764261386
962	0.0576110643
963	0.05755754492
964	0.05751607295
965	0.05746453266
966	0.05743211091
967	0.05740794417
968	0.05731104181
969	0.05722755199
970	0.05717331905
971	0.05711577314
972	0.05708018822
973	0.05700541818
974	0.05692852726
975	0.0568655984
976	0.05682575785
977	0.05678338727
978	0.05677294668
979	0.05671004058
980	0.05665853301
981	0.05663861122
982	0.0565790034
983	0.05653076339
984	0.05650190099
985	0.05644888287
986	0.05636129163
987	0.0563255543
988	0.05628269467
989	0.05622837527
990	0.05618518244
991	0.05612999329
992	0.05608356681
993	0.05600444845
994	0.05594657512
995	0.05588417625
996	0.05585551758
997	0.05580942595
998	0.05576192975
999	0.05570508582
